Name	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c_1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_EBV_transformed_lymphocytes	Cells_Transformed_fibroblasts	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Liver	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000268903	-0.4274983353579669	-0.212901918388996	-0.5361683204603519	-0.3588239401518137	-0.313477062194093	-2.0	0.82211827472934	-0.742989381793977	-0.79410707249233	-0.843732836948197	-0.4657391440683258	-0.44811489652827546	-0.657786626541678	-0.6452093507689289	-0.755600008754451	-0.701341684435485	-0.9705824531649079	-0.838563734174013	-0.42565624607998753	-0.567040592723894	-0.23948096284700396	-0.732643988216113	-2.0	-0.3359723402798537	-0.16617886220941797	-0.41234697890767874	-0.564691447737418	-0.4449691988177922	0.9463565716336301	-0.42091642103791105	1.0641930619274902	-0.791607600209324	-0.926042700056676	-0.29867274258705995	-0.4524514609219611	1.19660704409482	0.20464156561042102	-2.0	-0.42159258624637996	0.456280481510725	-0.63486740654747	0.5300707422250841	0.8894735425311101	-0.03667385233591497	0.078063255776819	-0.29070936427664196	2.47521461587822	-0.44447830254544224	2.25247621413522	0.529071299829111	-0.001876723688029991	0.38294386956898996	4.00450139223494
ENSG00000239906	-0.46354916980529093	-0.30650189127775396	-0.6410411741676703	-0.833156035587509	-0.7631706645135998	-1.2470801789871948	-0.5411980584109849	-1.4506758360321088	-1.453241329565227	-1.5178125658145079	-0.8217634153951939	-0.5137490111158909	-1.023856359953367	-1.077041035763828	-1.386845571568701	-1.1713684183119808	-1.5183703926153487	-1.344648171387445	-0.746857847435813	-1.2805098687997059	-0.2572176597999809	-1.1279986885168198	-2.000000000000003	-0.6750742159446783	0.42653313811667726	-0.968322503549239	-0.882703914342758	-0.6810758359699229	1.105678077894537	-0.7112280327525975	0.29219277390189113	-1.0837526763099858	-1.278933631268949	-0.850740634500377	-0.8793826387820579	1.506398831527457	0.1301401353364492	-1.508198200405948	-0.666690770425103	0.561692721398307	-0.516945263719836	0.11796095273241702	0.621993231666127	-0.07066346599311091	0.10232219119668695	-0.23005903958551194	2.2383283031259076	-0.7050999282824295	1.8475961022626373	0.543495883425777	-0.44850859145250493	0.168256923208582	3.599317793698227
ENSG00000237094	-1.0101343771337121	-1.12280545287376	-1.420433639839786	-1.0694518807521434	-1.0819191301522906	-1.0773454339168471	-1.162298909066133	-1.2907093642766412	-1.25808005150531	-1.3176064889372672	-0.5776593395250351	-0.46275363902092514	-1.1666645908625277	-1.1929748745013546	-1.290885851528789	-1.327710447481367	-1.248450585208392	-1.342817339871575	-1.121863233373051	-1.337885668790337	-1.0384507529496045	-1.4681320043944441	-1.473530495359167	-0.7306077210595922	-0.6608626150804131	-0.9607212046486311	-1.2810356642404601	-1.0325362420897275	-1.249822294406941	-1.081766439773687	-0.797613624665209	-1.3455644591545992	-1.44104669764971	-1.353652984648654	-1.5059428676863171	-0.7816527907214992	-1.3115062894008491	-1.464146105904099	-0.38448953511587614	-0.15424903302600912	-1.585344865572571	-0.9067102699985221	-0.746615764199924	-1.1491205849119273	-1.1121628289132572	-1.2677742231246532	-0.6717379713905851	-1.337885668790337	1.3027577156380399	-0.8529538565826831	-0.6656605600930712	-1.0391917746110186	-0.2942432179502009
ENSG00000250575	-0.8765986640280808	-0.9249466353954878	-1.2117319171331578	-1.1382827894927015	-1.0969617298870828	-1.2930053842913438	-1.172018427352433	-1.2100621310197999	-1.286304185156636	-1.317966128734935	-0.9115869902732698	-0.9072513144604708	-1.099896392402867	-1.294066319532848	-1.2145749964390617	-1.3050752458800208	-1.345931137270914	-1.2757863132426368	-0.7963603059860098	-1.1521634018002174	-0.7107557148433528	-1.358638943672631	-1.999999999999995	-0.6258229670101558	-1.0466230006885886	-1.002310160687196	-1.2113978052648537	-1.0193165859928859	-0.15923466267612074	-1.1951203917453228	-1.0880400347130799	-1.275437034693324	-1.4131151871478098	-1.1414619336634588	-1.2491362767806549	-0.12595063624476888	-0.7470999712999138	-1.448902393840885	-0.6672634275361338	-0.4373301738972929	-1.3165281071447679	-0.6402539530945239	-0.22929778987605576	-0.7609686365497579	-0.7393720918732958	-1.0081017984969594	0.8551924079591602	-1.1419394101003473	1.59693514238724	-0.48408574428913587	-0.7541392981596419	-0.519321261245197	2.69153416491921
ENSG00000229344	3.9212458885855903	3.8479969065549517	4.348019909228692	3.0655723115936233	3.4409521980296383	3.4127815253384775	3.7322691995014514	4.876516946565001	4.899659026377446	5.01055607837422	4.223422549934939	4.311793717753651	4.80426011563474	4.861955364144871	4.972692654004271	4.948600847493361	4.836934011321093	5.173727098902891	4.712595780447032	5.18249367494537	3.8439838440483283	3.5837597536395003	3.5109619192773813	2.9606970393043146	3.0405417938628485	4.160274831408595	4.448570626005532	4.070818637533279	3.5360529002402115	4.101397952182533	3.177279995969325	4.302319050948836	4.99593670350459	4.699884728697477	4.276496665640357	3.7015490569430725	3.689299160535893	4.279471295644471	3.5728896684205833	3.010063683344699	2.7680784350164602	3.5969351423872333	3.985955754607511	3.769771739249449	3.8639384504239733	4.341985747228618	3.5235619560570153	4.158256228811343	3.687060688339894	3.878234879112341	3.29733817360183	3.2536867827322724	2.56437816856507
ENSG00000224956	2.801365627622766	2.35727047567956	2.111031312388744	2.277389698810864	2.435095151620098	2.274708939214712	2.899755686123611	0.83187724119167	0.7899378689801999	0.7432995278882599	2.297925052503806	2.3997179835310307	1.15218341905505	0.8391533873898198	0.8976276742795499	1.2246577341207399	0.99566540973611	0.8671057295026601	1.625270489374694	0.9667995846271997	2.749212441061045	2.4126460546551627	1.6892991605358918	2.7112746310498608	2.87263179113525	2.688180358586927	2.3273999460974224	2.601577673444449	2.172487515510134	2.466105019233889	2.9411063109464317	1.24549566281992	0.5528688710113001	2.146655222119466	1.9938554797021	2.632733525950536	2.118027422590795	0.5830376237966599	3.16534921832642	3.234041399712169	1.442545456105305	3.35727047567956	3.42492208821069	2.951774273848284	3.037206487178466	2.606205312942491	3.338424414783559	2.139469495038796	5.2376401950353895	3.47961860846942	2.859770816208743	2.613060106896116	3.270827915553665
ENSG00000198976	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-0.29654487340944	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	0.9568001180515804	-2.0	0.6599245584023796	-2.0	-0.20489804187717997	-2.0	-2.0	-0.17706595197162978	-2.0	-2.0	0.3345682756661299	-2.0	-2.0	-2.0	0.18548600412808014	1.8057051848385095	0.7685019474342596	0.015354834293459962	-0.32463568725085024	1.0969364825029602	-2.0	1.3414165244787206	-2.0	-0.06318306014646002	-2.0	-2.0	-2.0
ENSG00000186891	1.128623348419121	1.3184614651675828	-0.8901714346929152	0.09626185305840385	0.4222330006830479	-0.8685422145209151	0.7899378689801949	0.24561735275638485	1.102322191196686	-0.990366180602735	2.7805200830392147	2.4675403420538347	1.5844815222066528	1.579662897016008	-0.380258341230825	-0.4785471741775652	-1.032093629709855	-0.7046296120465151	-0.2228012428504852	-0.6256003632385553	1.7680784350164558	4.179112900678565	-1.338250400189295	0.9244799923590219	2.0129261744442752	-0.4037327057407051	2.585563498455695	-0.5423531806075551	2.469365053704845	-0.562026599661975	0.9920432761716569	-0.850480478509975	-1.0975790576846451	-0.13241977779749503	-0.4847921809641752	2.576038336762085	2.773574422771305	-1.0044793011362652	0.1705019640738329	-0.7093396881886452	-1.2174236895877648	2.717868312732665	1.845991770664575	5.123086750981065	4.863938450423975	2.9902287934260148	3.5987224996766254	1.072448850069692	1.232660756790275	0.6493855291815159	-0.1422578155399341	2.143066832378065	2.789103217501385
ENSG00000176022	3.909293085823827	3.925999418556227	3.730639955916795	3.9448584458075433	4.088311235888665	3.69932952567316	3.9476661567960143	3.544732655932627	3.85996954822103	3.3336384045151	3.81147103052984	3.7484612330040394	4.034303767768039	4.201633861169654	3.6587827340128323	3.89044669267991	3.576522137920507	3.240543310373936	3.516015147003669	3.130354335392027	4.024585638278277	3.5987224996766263	5.01077983875325	4.2997575118393225	4.443606651475619	3.674686619928003	3.28592001645728	3.5885647374013563	3.469885976274467	3.5686401954192273	4.544732655932627	3.023787613896784	2.73205207330029	3.3043650126544213	3.237869600867514	3.990954860396997	3.454175893185806	2.859472666851941	4.224966365000279	4.005399987742594	3.158821722297109	4.258518924711305	4.082361969557478	4.004501392234945	3.956056652412407	3.4073527511400443	4.3698154242839164	3.460087240116837	3.77925972037238	4.223422549934941	4.507160349117527	3.7834566543602435	2.32365829102625
ENSG00000230415	1.7735744227713117	1.9080442902248929	2.348940559949949	1.8253786038929358	2.006477564071209	1.4541758931858069	2.529321225345702	1.7407117333991058	2.1170300530101915	2.1123665230725677	4.34978987024188	4.7092906357233595	2.9106367348414177	2.611408481024962	1.837539634379408	2.0429944636184167	2.51450103627429	1.7680784350164598	2.158983251160391	1.647084212628958	2.241077458175041	0.9084286501687899	1.325961996171857	2.06832686143451	3.0225453645690057	2.7945198406243	1.7430840555495908	2.461135615158621	1.1276332797258777	2.449825459373431	3.5008020530571597	1.1130336652998958	0.7084079834835999	1.486456955768736	1.3414165244787268	1.7518921384043138	1.8459917706645779	0.4409521980296398	3.21870368476674	3.78345665436024	0.7907720378619998	3.88752527074159	2.7381192887825807	1.4750848829487868	1.2332745389909388	2.327974725005782	2.546462358167096	1.8787253414801097	4.7338966052475	2.769771739249452	3.37434398903851	2.4259963213510827	-0.23684341625871008
